Serving HTTP on 0.0.0.0 port 8899 (http://0.0.0.0:8899/) ...
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/flapple.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/appletun.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/snorlax.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/drednaw.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/inteleon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:27] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:27] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:27] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:27] "GET /assets/style.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:17:27] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:19:20] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 22:19:20] "GET /** HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:32] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /data/roster.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /data/bosses.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /data/typechart.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /island/data/sprites.json HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /data/pool.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /island/data/pokedex.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:33] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:34] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:34] "GET /icons/icon-192.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:34] "GET /icons/icon-512.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:34] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:36] "GET /island/sprites/inteleon.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:36] "GET /island/sprites/appletun.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:36] "GET /island/sprites/drednaw.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:36] "GET /island/sprites/snorlax.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:40] "GET /island/sprites/meowscarada.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:40] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:40] "GET /island/sprites/pidgeot.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:42] "GET /img/2-2-031_Quaquaval.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:42] "GET /img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:42] "GET /img/1-2-065_Mareanie.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:42] "GET /img/1-2-012_Espeon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:42] "GET /img/1-2-017_Infernape.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:42] "GET /img/1-2-036_Monferno.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:55] "GET /island/sprites/jynx.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:55] "GET /island/sprites/bronzong.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/1-1-025_Zygarde.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/4-049_Mimikyu.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/4-050_Flygon.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/4-046_Corviknight.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_1.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_2.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/dc2-030_Tangrowth.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_4.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_6.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/dc4-025_Nidoking.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_5.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_3.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/gs4-018_Krookodile.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_7.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/st1-005_Calyrex_Ice.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_9.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_8.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] code 404, message File not found
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/st1-006_Calyrex_Shadow.webp HTTP/1.1" 404 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_11.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_12.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/support_ticket_10.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/1-2-027_Skeledirge.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:02:56] "GET /img/1-2-064_Drifblim.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:09] "GET /img/1-2-055_Vibrava.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:03:09] "GET /img/1-2-023_Appletun.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:09] "GET /img/1-1-002_Mew.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:09] "GET /img/2-1-017_Flygon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:09] "GET /img/1-2-022_Flapple.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:20] "GET /img/1-2-046_Boltund.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:20] "GET /img/1-2-050_Alolan_Sandshrew.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:20] "GET /img/1-2-053_Bronzong.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:20] "GET /img/1-2-052_Bronzor.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:20] "GET /img/1-4-047_Alolan_Ninetales.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:20] "GET /img/2-2-016_Alakazam.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:24] "GET /img/1-2-035_Chimchar.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:24] "GET /img/2-1-029_Charcadet.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:24] "GET /img/2-1-044_Drifblim.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:57] "GET /img/1-2-044_Glaceon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:57] "GET /img/1-2-024_Alcremie.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:57] "GET /img/1-2-011_Jolteon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:57] "GET /img/1-2-004_Pikachu.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:57] "GET /img/1-2-013_Leafeon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:03:57] "GET /img/1-2-056_Flygon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:09] "GET /img/1-2-005_Snorlax.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:11] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:11] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:12] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:30] "GET /img/1-2-068_Kirlia.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:04:30] "GET /img/1-2-014_Sylveon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:30] "GET /img/1-2-067_Ralts.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:04:30] "GET /img/1-2-031_Pawmi.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:04:30] "GET /img/1-2-045_Yamper.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:04:30] "GET /img/1-2-066_Togedemaru.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:34] "GET /img/1-2-028_Quaquaval.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:04:34] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:05:06] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:05:32] "GET /img/1-1-028_Fuecoco.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:05:32] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:05:35] "GET /img/1-1-032_Grookey.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:05:35] "GET /img/1-2-039_Prinplup.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:05:52] "GET /img/2-1-057_Arcanine.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:05:52] "GET /img/2-2-013_Aerodactyl.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:05:52] "GET /img/2-2-025_Absol.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:05] "GET /island/sprites/togedemaru.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:05] "GET /island/sprites/onix.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:06] "GET /island/sprites/kirlia.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:06] "GET /island/sprites/kadabra.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:06] "GET /island/sprites/grookey.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:06] "GET /island/sprites/fuecoco.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:06] "GET /island/sprites/sobble.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-070_Onix.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:17] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:21] "GET /img/1-2-061_Kadabra.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:27] "GET /img/2-2-027_Meowscarada.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:31] "GET /img/2-2-011_Metagross.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:31] "GET /img/2-2-006_Lucario.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:36] "GET /img/1-2-049_Pidgeot.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:06:47] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:48] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:50] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:50] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:51] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:51] "GET /island/sprites/sylveon.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:51] "GET /island/sprites/empoleon.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:51] "GET /island/sprites/lucario.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:51] "GET /island/sprites/espeon.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:53] "GET /island/sprites/flapple.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:53] "GET /island/sprites/torterra.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:55] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:06:55] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-2-016_Alakazam.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-4-047_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-060_Abra.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-050_Alolan_Sandshrew.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-2-065_Alcremie.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-051_Alolan_Sandslash.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-046_Boltund.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-053_Bronzong.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-052_Bronzor.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-1-029_Charcadet.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-035_Chimchar.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-1-044_Drifblim.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-012_Espeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-1-043_Drifloon.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/1-2-042_Flareon.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-1-030_Frigibax.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:08] "GET /img/2-2-051_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:49] "GET /img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:49] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:49] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:49] "GET /img/1-2-014_Sylveon.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:49] "GET /img/1-4-008_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /assets/style.css HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /icons/bolt-transparent.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /data/roster.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /data/pool.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /data/bosses.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /data/typechart.json HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /island/data/sprites.json HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:56] "GET /img/R-1-3_Snorlax.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/empoleon.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/torterra.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/snorlax.gif HTTP/1.1" 304 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/meowscarada.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/pidgeot.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/bronzong.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/jynx.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/togedemaru.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/onix.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/kadabra.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/kirlia.gif HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/fuecoco.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/grookey.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:57] "GET /island/sprites/sobble.png HTTP/1.1" 200 -
127.0.0.1 - - [23/Sep/2026 05:28:59] "GET /sw.js HTTP/1.1" 304 -
